"_federal_accountability_status"	overall_grade	additional_credit	environment_grade	peer_index_	overall_score	principal	progress_category_score	dbn	_progress_report_grade	school	environment_category_score	performance_category_score	progress_grade	district	progress_report_type	performance_grade	_quality_review_score	school_level_	_school_support_organization
""				2.44		Marcel Duane Deans		18K576		VICTORY COLLEGIATE HIGH SCHOOL				18	HS			High School	ESO
""		2																	
In Good Standing																			
""				2.22		Adele Tay Fabrikant		18K578		BROOKLYN BRIDGE ACADEMY				18	HS			Transfer School	New Visions
""		1.3																	
In Good Standing																			
""				2.80		David Manning		18K581		EAST FLATBUSH COMMUNITY RESEARCH SCHOOL				18	ESMS			Middle School	ESO
In Good Standing																			
""				2.86		Andrew Buck		18K588		MIDDLE SCHOOL FOR ART AND PHILOSOPHY				18	ESMS			Middle School	CLSO
In Good Standing																			
""				2.04		Robert Hall		18K589		ARTS & MEDIA PREPARATORY ACADEMY				18	HS			High School	ESO
""		2																	
In Good Standing																			
""				2.80		Jameela Horton-Ball		18K598		MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES				18	ESMS			Middle School	ESO
In Good Standing																			
In Good Standing	B	0	B	56.47	53.9	Nydia Acevedo	28.6	19K007	D	P.S. 007 ABRAHAM LINCOLN	9	16.3	B	19	ESMS	A	Well Developed	Elementary School	KLSO
Restructuring - Year 3	B	6	B	60.25	56.2	Barbara Ashby	30.7	19K013	B	P.S. 013 ROBERTO CLEMENTE	6.5	13	B	19	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	B	0.75	A	56.74	57.3	Daysi Garcia	30.8	19K065	B	P.S. 065 - THE LITTLE RED SCHOOL HOUSE	9.4	16.3	B	19	ESMS	A	Well Developed	Elementary School	KLSO
In Good Standing	D	0.75	D	61.35	31.6	Gena Felice Lipscomb	15.2	19K072	C	P.S. 072 ANNETTE P GOLDMAN	4.5	11.1	D	19	ESMS	C	Proficient	K-8	KLSO
In Good Standing	A	0	A	61.01	75.2	Irene Leon	45.9	19K089	B	P.S. 089 CYPRESS HILLS	12.1	17.2	A	19	ESMS	B	Well Developed	K-8	New Visions
In Good Standing	B	0.75	A	57.81	54.3	Constance Hahn	20.9	19K108	C	P.S. 108 SAL ABBRACCIAMENTO	11.5	21.1	C	19	ESMS	A	Well Developed	Elementary School	KLSO
In Corrective Action	B	6	B	61.62	56.1	Enid Silvera	23.9	19K149	A	P.S. 149 DANNY KAYE	6.8	19.4	B	19	ESMS	A	Well Developed	Elementary School	ESO
In Need of Improvement - Year 2	B	1.5	B	58.96	48.2	Audrey Wilson	24.5	19K158	C	P.S. 158 WARWICK	9.1	13.1	B	19	ESMS	B	Well Developed	Elementary School	KLSO
In Good Standing	C	0	B	52.44	40.3	Monica Duncan	18.7	19K159	B	P.S. 159 ISAAC PITKIN	7.4	14.2	C	19	ESMS	B	Well Developed	Elementary School	KLSO
Restructuring - Year 2	B	3.75	C	2.74	57.4	Maria Ortega	32.5	19K166	D	J.H.S. 166 GEORGE GERSHWIN	6.4	14.7	B	19	ESMS	B	Proficient	Middle School	KLSO
Restructuring - Year 4	C	3	B	3.13	47	Joan Beckman	25.3	19K171	B	I.S. 171 ABRAHAM LINCOLN	7.3	11.4	C	19	ESMS	D	Well Developed	Middle School	KLSO
In Good Standing	B	1.5	C	59.34	50.8	Ingrid Mason	32.5	19K174	C	P.S. 174 DUMONT	6.8	10	B	19	ESMS	D	Well Developed	K-8	KLSO
In Good Standing	D	0	B	62.89	29	Stephaun Hill	10.7	19K190	D	P.S. 190 SHEFFIELD	6.7	11.6	D	19	ESMS	B	Well Developed	Elementary School	KLSO
In Good Standing	C	4.5	C	60.66	49	Pauline Smith	21.1	19K202	A	P.S. 202 ERNEST S. JENKYNS	5.6	17.8	C	19	ESMS	A	Well Developed	K-8	KLSO
In Good Standing	B	3	B	62.60	55.6	Joan L. Webson	26.4	19K213	B	P.S. 213 NEW LOTS	8.5	17.7	B	19	ESMS	A	Well Developed	Elementary School	ESO
In Need of Improvement - Year 1	C	0	B	49.34	42.9	Patricia Tubridy	27.7	19K214	C	P.S. 214 MICHAEL FRIEDSAM	6.7	8.5	B	19	ESMS	C	Well Developed	Elementary School	KLSO
Restructuring - Year 4	B	2.25	C	2.96	54.2	Joseph Costa	27.4	19K218	A	J.H.S. 218 JAMES P. SINNOTT	6.2	18.3	B	19	ESMS	A	Proficient	Middle School	KLSO
In Good Standing	D	0.75	C	58.29	31.3	George Andrews	20.5	19K224	C	P.S. 224 HALE A. WOODRUFF	5.1	4.9	C	19	ESMS	F	Well Developed	Elementary School	KLSO
In Good Standing	F	1.5	F	55.49	22.9	Pierre Raymond	9.8	19K260	C	P.S. 260 BREUCKELEN	2.1	9.5	F	19	ESMS	C	Proficient	Elementary School	KLSO
In Need of Improvement - Year 1	A	2.25	A	57.36	64.4	Melessa Avery	38.6	19K273	D	P.S. 273 WORTMAN	9.3	14.2	A	19	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	A	6.75	A	60.31	64.4	Willena George	29.7	19K290	B	P.S. 290 JUAN MOREL CAMPOS	9.8	18.1	B	19	ESMS	A	Well Developed	Elementary School	KLSO
Restructuring - Year 3	B	0.75	B	3.02	53.4	Everett Hughes	29.4	19K292	B	J.H.S. 292 MARGARET S. DOUGLAS	6.8	16.4	B	19	ESMS	B	Well Developed	Middle School	KLSO
Restructuring - Year 4	D	0	C	3.01	36.3	Lisa Linder	18.9	19K302	C	J.H.S. 302 RAFAEL CORDERO	6.3	11.1	C	19	ESMS	D	Well Developed	Middle School	KLSO
In Good Standing	C	3.75	C	59.79	49.3	Lawrence Burroughs	29.9	19K306	C	P.S. 306 ETHAN ALLEN	4.8	10.8	B	19	ESMS	C	Proficient	K-8	KLSO
In Good Standing	B	4.5	B	3.08	64	Gail Gaines	35.1	19K311	C	ESSENCE SCHOOL	9.4	15	B	19	ESMS	B	Well Developed	Middle School	ESO
Restructuring - Year 2	B	1.5	D	64.78	55.9	Douglas Avila	34.6	19K328	C	P.S. 328 PHYLLIS WHEATLEY	3.1	16.7	B	19	ESMS	B	Proficient	K-8	KLSO
In Good Standing	C	0.75	C	62.65	45.2	Wanda Holt	24.3	19K345	C	P.S. 345 PATROLMAN ROBERT BOLDEN	4.9	15.2	B	19	ESMS	B	Well Developed	Elementary School	KLSO
In Good Standing	B	2.25	D	52.37	52.5	Kevin Caifa	30.7	19K346	B	P.S. 346 ABE STARK	4.3	15.2	B	19	ESMS	B	Well Developed	Elementary School	KLSO
In Good Standing	A	5.25	B	3.14	71.5	Dale Kelly	39.5	19K364	B	I.S. 364 GATEWAY	8.3	18.4	A	19	ESMS	A	Well Developed	Middle School	KLSO
In Good Standing	A	0	A	3.43	70.2	Sheila Richards	37.9	19K409	A	EAST NEW YORK FAMILY ACADEMY	10	22.3	A	19	ESMS	A	Well Developed	Middle School	ESO
In Good Standing	B	2	A	2.76	56.6	Sheila Richards	33.4	19K409	C	EAST NEW YORK FAMILY ACADEMY	9.6	11.6	B	19	HS	B	Well Developed	High School	ESO
""						Evan Ahern		19K420		FRANKLIN K. LANE HIGH SCHOOL				19	HS			High School	ESO
Restructuring - Year 1		1							D										
In Good Standing	F	0	A	3.53	23.9	Tamara Thomas	0	19K452		FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL	10.2	13.7	F	19	ESMS	C	Proficient	Middle School	KLSO
In Good Standing	F	0	C	2.05	28.2	James Anderson	14.9	19K502		FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY	4.1	9.2	F	19	HS	C	Proficient	High School	New Visions
In Good Standing	C	1	B	2.17	37.8	Michael S. Steele	24.7	19K504		HIGH SCHOOL FOR CIVIL RIGHTS	7.7	4.4	B	19	HS	F	Proficient	High School	KLSO
In Good Standing	A	7	A	2.22	77.4	Lottie Almonte	37.9	19K507		PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL	10.5	22	A	19	HS	A	Well Developed	High School	ESO
In Good Standing	B	7	B	2.22	62.8	Kim Lawrence	31.2	19K510		WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHOOL	6.9	17.7	B	19	HS	A	Proficient	High School	New Visions
In Good Standing	B	5	B	2.48	59.8	Larry Kalvar	34.3	19K615	B	TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	6.7	13.8	B	19	HS	B	Well Developed	High School	KLSO
Restructuring - Year 1	D	0	C	1.87	31.4	Zipora Steiner	20.5	19K660	F	W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	4.1	6.8	C	19	HS	D	Proficient	High School	KLSO
In Good Standing	A	3	B	3.38	72.8	Danielle Dimango-Maringo	42.1	20K030	B	I.S. 30 MARY WHITE OVINGTON	9.8	17.9	A	20	ESMS	A	Well Developed	Middle School	ICI
In Good Standing	A	0	B	34.69	61.8	Diane Picucci	34.1	20K048	B	P.S. 048 MAPLETON	8	19.7	A	20	ESMS	A	Well Developed	Elementary School	ESO
Restructuring - Year 3	A	6	A	3.01	76.5	Barry Kevorkian	41.8	20K062	B	J.H.S. 062 DITMAS	9.9	18.8	A	20	ESMS	A	Well Developed	Middle School	CEI-PEA
In Good Standing	A	0.75	B	38.20	60.1	Jaynemarie Capetanakis	37.5	20K069	B	P.S. 69 VINCENT D. GRIPPO SCHOOL	8.7	13.1	A	20	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	A	10.5	A	33.20	76	Ms. Theresa Dovi	41.4	20K102	B	P.S. 102 THE BAYVIEW	9.7	14.4	A	20	ESMS	B	Well Developed	Elementary School	ESO
In Good Standing	B	5.25	B	25.37	64	Ms. Marie Dibella	35.7	20K104	C	P.S./I.S. 104 THE FORT HAMILTON SCHOOL	8.6	14.4	B	20	ESMS	B	Well Developed	K-8	ESO
In Good Standing	A	3.75	A	33.82	72.6	Johanna Castronovo	40.9	20K105	B	P.S. 105 THE BLYTHEBOURNE	9.6	18.3	A	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	0	A	30.68	62.4	Louise Verdemare (Alfano)	33.4	20K112	B	P.S. 112 LEFFERTS PARK	11.1	17.9	A	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	0	A	33.54	47.6	Pauline Frank	20.9	20K127	A	P.S. 127 MCKINLEY PARK	9.5	17.2	C	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	0	B	40.24	57	Margaret Russo	31.7	20K160	C	P.S. 160 WILLIAM T. SAMPSON	9.1	16.2	B	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	5.25	A	35.28	75.8	Maryann Wasmuth	41.5	20K163	C	P.S. 163 BATH BEACH	10.8	18.2	A	20	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	7.5	A	55.75	82.4	Margaret Choy-Shan	41.1	20K164	A	P.S. 164 CAESAR RODNEY	14.9	18.9	A	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	2.25	A	35.79	56.2	Suzanne Brown	33.7	20K170	C	P.S. 170 LEXINGTON	9.8	10.4	A	20	ESMS	C	Proficient	Elementary School	ICI
In Need of Improvement - Year 1	A	3.75	A	31.74	69.4	Elizabeth Culkin	38.5	20K176	B	P.S. 176 OVINGTON	10.5	16.6	A	20	ESMS	A	Proficient	Elementary School	ICI
In Need of Improvement - Year 1	C	0	B	44.11	42.4	Valerie Joseph	24.8	20K179	C	P.S. 179 KENSINGTON	6.7	10.9	B	20	ESMS	C	Proficient	Elementary School	ESO
In Good Standing	A	6.75	A	28.09	78.8	Gary Williams	45.4	20K180	C	P.S. 180 HOMEWOOD	11.8	14.8	A	20	ESMS	B	Well Developed	K-8	ESO
In Good Standing	B	0	A	20.20	59.4	Kenneth Llinas	31.1	20K185	C	P.S. 185 WALTER KASSENBROCK	9.3	19	B	20	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	A	4.5	B	33.28	69.6	Bayan (Ebeid) Cadotte	45.5	20K186	B	P.S. 186 DR. IRVING A GLADSTONE	7.4	12.2	A	20	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	A	0	A	4.04	73.6	Justin Berman	38	20K187	A	I.S. 187	12.4	23.2	A	20	ESMS	A	Well Developed	Middle School	ICI
In Need of Improvement - Year 1	A	11.25	A	53.79	86.8	Liset Isaac	49.1	20K192	B	P.S. 192 BROOKLYN	12.1	14.3	A	20	ESMS	B	Well Developed	K-8	ESO
In Good Standing	B	5.25	B	28.80	56.1	Mrs. Sylvia La Cerra	26.3	20K200	B	P.S. 200 BENSON SCHOOL	8	16.5	B	20	ESMS	A	Well Developed	Elementary School	ICI
Requiring Academic Progress - Year 4	A	6	B	3.54	66.9	Ms. Madeleine Brennan	34.2	20K201	B	J.H.S. 201 THE DYKER HEIGHTS	8.5	18.2	B	20	ESMS	A	Well Developed	Middle School	ICI
In Good Standing	B	0	A	25.71	55.6	Mrs. Marie Reilly	27.4	20K204	B	P.S. 204 VINCE LOMBARDI	12.2	16	B	20	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	6	B	38.21	63.8	Beth Grater	36.5	20K205	C	P.S. 205 CLARION	7.8	13.5	A	20	ESMS	B	Well Developed	Elementary School	ESO
Restructuring - Year 3	B	1.5	B	3.10	54.6	Loretta Witek	32.5	20K220	C	J.H.S. 220 JOHN J. PERSHING	7.4	13.2	B	20	ESMS	C	Well Developed	Middle School	ICI
Restructuring - Year 4	A	9	B	2.95	87.9	Mrs. Gertrude Adduci	50	20K223	A	J.H.S. 223 THE MONTAUK	8.7	20.2	A	20	ESMS	A	Proficient	Middle School	ICI
Restructuring - Year 1	B	5.25	C	3.20	62.3	Brenda Champion	37.7	20K227	C	J.H.S. 227 EDWARD B. SHALLOW	5.2	14.1	A	20	ESMS	B	Proficient	Middle School	CLSO
In Good Standing	A	0	A	20.36	60.8	Mr. James J. Harrigan	28.9	20K229	B	P.S. 229 DYKER	11.5	20.4	B	20	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	0.75	A	29.92	62.6	Christopher E. Ogno	35.3	20K247	B	P.S. 247 BROOKLYN	9.8	16.7	A	20	ESMS	A	Well Developed	Elementary School	ESO
In Need of Improvement - Year 1	A	3	A	3.33	66.6	Janice Geary	36.1	20K259	C	J.H.S. 259 WILLIAM MCKINLEY	9.9	17.6	A	20	ESMS	B	Well Developed	Middle School	ICI
Requiring Academic Progress - Year 4	B	4	B	2.39	54.3	Maureen Goldfarb	29.6	20K445	A	NEW UTRECHT HIGH SCHOOL	8.7	12	B	20	HS	B	Well Developed	High School	CLSO
In Good Standing	A	6	A	2.59	71.5	Philip Weinberg	37.6	20K485	A	HIGH SCHOOL OF  TELECOMMUNICATION ARTS AND TECHNOLOGY	10.5	17.4	A	20	HS	A	Outstanding	High School	New Visions
Requiring Academic Progress - Year 5	B	3	B	2.52	51.7	Jo Ann Chester	29.5	20K490	B	FORT HAMILTON HIGH SCHOOL	8.6	10.6	B	20	HS	B	Well Developed	High School	ESO
In Good Standing	A	3	A	58.82	62.1	David Weiner	31.8	20K503		NEW SCHOOL @ K314	12.4	14.9	B	20	ESMS	B	Well Developed	Elementary School	ESO
Requiring Academic Progress - Year 5	B	5	B	2.31	53.6	Geraldine Maione	30.8	20K505	A	FRANKLIN DELANO ROOSEVELT HIGH SCHOOL	7.5	10.3	B	20	HS	B	Well Developed	High School	KLSO
In Good Standing	A	1.5	A	56.73	69.7	Elizabeth Waters	42	20K506		P.S. 506: SCHOOL OF JOURNALISM & TECHNOLOGY	11.6	14.6	A	20	ESMS	B	Well Developed	Elementary School	ESO
""				3.17		Mariela Graham		20K609		URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE				20	ESMS			Middle School	ESO
In Good Standing																			
In Good Standing	A	3.75	A	55.41	65.2	Madelene S. Chan	36.4	21K090	C	P.S. 90 EDNA COHEN SCHOOL	12.2	12.8	A	21	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	C	0.75	D	37.57	40.2	Carolyn Telesmanich	23.5	21K095	B	P.S. 095 THE GRAVESEND	4.5	11.4	C	21	ESMS	C	Well Developed	K-8	ESO
Planning for Restructuring	B	0.75	B	3.24	50.6	Barry M. Fein	29.3	21K096	C	I.S. 096 SETH LOW	7.9	12.6	B	21	ESMS	C	Proficient	Middle School	ESO
In Good Standing	A	4.5	A	28.24	74.9	Kristine Mustillo	46.3	21K097	B	P.S. 97 THE HIGHLAWN	9.5	14.6	A	21	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	B	0.75	B	3.78	59.8	Mrs. Marian Nagler	30.5	21K098	A	I.S. 98 BAY ACADEMY	8.4	20.1	B	21	ESMS	A	Well Developed	Middle School	ESO
In Good Standing	C	2.25	B	40.70	48.2	Gregory Pirraglia	28	21K099	B	P.S. 099 ISAAC ASIMOV	9.1	8.8	B	21	ESMS	D	Well Developed	K-8	ESO
In Good Standing	B	1.5	C	29.74	55	Katherine A. Moloney	31.9	21K100	B	P.S. 100 THE CONEY ISLAND SCHOOL	5.7	15.9	B	21	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	A	0	A	29.26	59.8	Gregg Korrol	34.1	21K101	C	P.S. 101 THE VERRAZANO	11.4	14.3	A	21	ESMS	B	Well Developed	Elementary School	ICI
In Good Standing	A	3.75	A	41.15	82.7	Lillian Catalano	50.4	21K121	B	P.S. 121 NELSON A. ROCKEFELLER	12.2	16.3	A	21	ESMS	B	Well Developed	K-8	ESO
In Good Standing	B	0	B	33.72	51.1	Marcia Robins	34.3	21K128	B	P.S. 128 BENSONHURST	7.8	9	A	21	ESMS	C	Well Developed	Elementary School	ICI
In Good Standing	B	0.75	B	37.47	49.4	Carl Santamaria	29.5	21K153	C	P.S. 153 HOMECREST	7.9	11.2	B	21	ESMS	C	Proficient	Elementary School	ICI
In Good Standing	B	0.75	A	36.67	57.6	Shoshana Singer	29.3	21K177	C	P.S. 177 THE MARLBORO	9.3	18.2	B	21	ESMS	A	Well Developed	Elementary School	ESO
In Need of Improvement - Year 1	A	9	A	55.61	93	Frederick M.  Tudda	55.1	21K188	C	P.S. 188 MICHAEL E. BERDY	11.1	17.8	A	21	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	0	A	32.99	70.5	Rosalia Bacarella	44	21K199	C	P.S. 199 FREDERICK WACHTEL	9.2	17.3	A	21	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	B	1.5	C	33.39	60.4	Frances Locurcio	38.2	21K209	C	P.S. 209 MARGARET MEAD	7	13.7	A	21	ESMS	B	Proficient	K-8	ICI
In Good Standing	B	0.75	C	40.86	55.4	Josephine Marsella	32.4	21K212	B	P.S. 212 LADY DEBORAH MOODY	6.1	16.1	B	21	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	6.75	A	30.57	61.6	Gail Feuer	26.9	21K215	C	P.S.  215  MORRIS H.  WEISS	10.1	17.8	B	21	ESMS	A	Proficient	Elementary School	ESO
In Good Standing	B	1.5	C	34.71	52.5	Celia Kaplinsky	31.9	21K216	C	P.S. 216 ARTURO TOSCANINI	5.3	13.8	B	21	ESMS	B	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	C	6	B	39.95	49.1	Joseph Montebello	24.7	21K225	D	P.S. K225 - THE EILEEN E. ZAGLIN	7.8	10.6	C	21	ESMS	C	Proficient	K-8	ESO
In Need of Improvement - Year 2	A	6	C	39.30	69.7	Stephen P. Porter	43.1	21K226	B	P.S. 226 ALFRED DE B.MASON	7.7	12.9	A	21	ESMS	C	Well Developed	K-8	ICI
In Corrective Action	B	2.25	C	3.40	54.3	Dominick D'Angelo	31.5	21K228	D	I.S. 228 DAVID A. BOODY	5.4	15.1	B	21	ESMS	B	Proficient	Middle School	CEI-PEA
In Need of Improvement - Year 1	B	3	B	51.18	62.8	Harla Joy Musoff-Weiss	36	21K238	F	P.S. 238 ANNE SULLIVAN	8.4	15.4	B	21	ESMS	B	Proficient	K-8	ICI
In Good Standing	A	4.5	A	3.93	74.3	Carol Moore	37.7	21K239	B	MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED	10.8	21.3	A	21	ESMS	A	Well Developed	Middle School	ESO
In Good Standing	A	3	A	49.11	62.7	Lisa Speroni	37.6	21K253	A	P.S. 253	11.3	10.8	A	21	ESMS	C	Well Developed	Elementary School	ICI
In Need of Improvement - Year 2	B	2.25	B	3.34	61.3	Stephen Rosenblum	34.3	21K281	B	I.S. 281 JOSEPH B CAVALLARO	8.1	16.6	B	21	ESMS	B	Well Developed	Middle School	ESO
Restructuring - Year 1	A	9.75	C	62.64	68.4	Joelene-Lynette Kinard	41	21K288	C	P.S. 288 THE SHIRLEY TANYHILL	6	11.6	A	21	ESMS	C	Proficient	K-8	ESO
Planning for Restructuring	A	8.25	A	3.30	78.6	Mr. Gary Ingrassia	38.2	21K303	A	I.S. 303 HERBERT S. EISENBERG	9.9	22.2	A	21	ESMS	A	Well Developed	Middle School	ICI
In Need of Improvement - Year 1	B	3.75	B	56.44	54.1	Anita Garcia	30.9	21K329	C	P.S. 329 SURFSIDE	8.2	11.2	B	21	ESMS	C	Proficient	Elementary School	ICI
""				2.60		Edward Wilensky		21K344		RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES				21	HS			High School	ICI
In Good Standing		3															Proficient		
""				2.19		Robin Pitts		21K348		HIGH SCHOOL OF SPORTS MANAGEMENT				21	HS			High School	ESO
In Good Standing		7															Well Developed		
""						Doris Unger		21K400		LAFAYETTE HIGH SCHOOL				21	HS			High School	CLSO
""		2																	
In Corrective Action																			
Requiring Academic Progress - Year 5	C	1	B	2.38	42.7	Ari Hoogenboom	27.7	21K410	C	ABRAHAM LINCOLN HIGH SCHOOL	6.6	7.4	B	21	HS	C	Proficient	High School	CLSO
In Good Standing	A	5.25	A	3.33	85.5	Connie Hamilton	47.6	21K468		KINGSBOROUGH EARLY COLLEGE SCHOOL	12.4	20.2	A	21	ESMS	A	Well Developed	Middle School	CUNY
Requiring Academic Progress - Year 4	B	1	A	2.82	52.8	Anthony Lodico	28.5	21K525	B	EDWARD R. MURROW HIGH SCHOOL	9.2	14.1	B	21	HS	B	Well Developed	High School	ESO
Requiring Academic Progress - Year 1	C	4	C	2.59	35.5	Barry Fried	18.1	21K540	B	JOHN DEWEY HIGH SCHOOL	3.6	9.8	D	21	HS	C	Well Developed	High School	CLSO
""				2.25		Kaia Mashariki		21K559		LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC				21	HS			High School	ESO
""		0																	
In Good Standing																			
""				1.97		Sarah Weeks		21K572		EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS				21	HS			High School	ESO
""		0																	
In Good Standing																			
Planning for Restructuring	B	2	B	1.99	47.1	Carlston Gray	27.7	21K620	C	WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL	6.9	10.5	B	21	HS	B	Proficient	High School	CLSO
In Good Standing	A	6.75	B	3.23	75.3	Martin Fiasconaro	39.9	21K690	B	BROOKLYN STUDIO SECONDARY SCHOOL	8.5	20.1	A	21	ESMS	A	Well Developed	Middle School	CLSO
In Good Standing	B	3	A	2.28	62.9	Martin Fiasconaro	35.2	21K690	B	BROOKLYN STUDIO SECONDARY SCHOOL	9	15.7	A	21	HS	B	Well Developed	High School	CLSO
""				2.30		April Leong		21K728		LIBERATION DIPLOMA PLUS				21	HS			Transfer School	ESO
""		5																	
In Good Standing																			
In Corrective Action	B	6	B	3.05	62.9	Anne Tully	33.8	22K014	C	J.H.S. 014 SHELL BANK	8.5	14.6	B	22	ESMS	B	Proficient	Middle School	ICI
In Good Standing	B	3.75	B	38.02	54.7	Ilene Altschul	29.5	22K052	B	P.S. 052 SHEEPSHEAD BAY	7.7	13.7	B	22	ESMS	B	Well Developed	Elementary School	ESO
Requiring Academic Progress - Year 5	C	0.75	B	3.21	46.8	Phyllis Marino	25	22K078	C	J.H.S. 078 ROY H. MANN	7.7	13.3	C	22	ESMS	C	Proficient	Middle School	ICI
In Good Standing	C	3.75	C	59.93	42.1	Denise Talley	17.6	22K109	B	P.S. 109	6.8	13.9	D	22	ESMS	B	Well Developed	K-8	ICI
In Good Standing	B	0	A	49.17	57.4	Lisa Fernandez	28.4	22K119	B	P.S. 119 AMERSFORT	12.7	16.3	B	22	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	4.5	A	56.05	70.8	Debra Ramsaran	30.8	22K134	B	P.S. K134	11.7	23.8	B	22	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 1	B	3	B	50.98	53	Mary Mcdonald	28.6	22K139	B	P.S. 139 ALEXINE A. FENTY	7.8	13.6	B	22	ESMS	B	Well Developed	Elementary School	CEI-PEA
In Good Standing	A	0.75	A	52.04	64.4	Dr. Rhonda D. Farkas	35.9	22K152	B	SCHOOL OF SCIENCE & TECHNOLOGY	10.6	17.1	A	22	ESMS	A	Well Developed	Elementary School	ESO
In Good Standing	A	7.5	A	44.09	77.2	Frank A. Cimino	39.2	22K193	A	P.S. 193 GIL HODGES	9.9	20.6	A	22	ESMS	A	Proficient	Elementary School	ESO
In Good Standing	A	5.25	A	55.57	61.9	Mary Zissler-Lynch	31.2	22K194	C	P.S. 194 RAOUL WALLENBERG	9.7	15.7	B	22	ESMS	A	Well Developed	Elementary School	KLSO
In Good Standing	A	0	A	11.56	62.8	Arthur Forman	33.6	22K195	B	P.S. 195 MANHATTAN BEACH	10.2	19	A	22	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	7.5	A	42.30	90.4	Rosemarie Barbiere Nicoletti	52.1	22K197	C	P.S. 197 BROOKLYN	11.2	19.6	A	22	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	0	A	52.04	46.3	Maryann Bassi	21.8	22K198	B	P.S. 198 BROOKLYN	10	14.5	C	22	ESMS	B	Proficient	Elementary School	ICI
In Good Standing	A	6.75	A	56.26	69.3	Lisa Esposito	34.7	22K203	A	P.S. 203 FLOYD BENNETT	9.7	18.1	A	22	ESMS	A	Well Developed	Elementary School	KLSO
In Good Standing	A	2.25	A	27.59	68.7	Deirdre Keyes	35.2	22K206	B	P.S. 206 JOSEPH F LAMB	10.6	20.6	B	22	ESMS	A	Well Developed	K-8	ICI
In Good Standing	B	2.25	A	26.94	57	Mary Bosco	24.5	22K207	B	P.S. 207 ELIZABETH G. LEARY	11.9	18.3	C	22	ESMS	A	Well Developed	K-8	ICI
Planning for Restructuring	A	11.25	B	43.10	76.2	Franca Conti	40.9	22K217	B	P.S. 217 COLONEL DAVID MARCUS SCHOOL	7.9	16.1	A	22	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	A	2.25	A	28.38	70.9	Louise Blake	35.6	22K222	B	P.S. 222 KATHERINE R. SNYDER	11.7	21.3	A	22	ESMS	A	Well Developed	Elementary School	ICI
In Need of Improvement - Year 2	A	10.5	B	3.65	72.2	Susan Schaeffer	36.6	22K234	B	J.H.S. 234 ARTHUR W. CUNNINGHAM	8.9	16.2	A	22	ESMS	B	Well Developed	Middle School	ESO
In Good Standing	A	2.25	B	22.53	71	Mary Barton	39	22K236	A	P.S. 236 MILL BASIN	8.4	21.3	A	22	ESMS	A	Well Developed	Elementary School	ICI
In Good Standing	B	6	D	3.39	52.2	Elena S. O'Sullivan	28.1	22K240	B	ANDRIES HUDDE	4.8	13.3	B	22	ESMS	C	Proficient	Middle School	ICI
In Good Standing	B	0	A	50.63	59.1	Pat Kannengieser	35.2	22K245	D	P.S. 245	9.7	14.2	A	22	ESMS	B	Proficient	Elementary School	ESO
In Need of Improvement - Year 1	A	3.75	B	55.77	68	Steven Boyer	38.7	22K251	C	P.S. 251 PAEDERGAT	8.2	17.3	A	22	ESMS	A	Well Developed	Elementary School	ICI
